datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2017 5:00:00 AM,1/1/2017 12:00:00 AM,RFC,WEST,CE,CE,10196.542,True
1/1/2017 6:00:00 AM,1/1/2017 1:00:00 AM,RFC,WEST,CE,CE,9892.887,True
1/1/2017 7:00:00 AM,1/1/2017 2:00:00 AM,RFC,WEST,CE,CE,9654.271,True
1/1/2017 8:00:00 AM,1/1/2017 3:00:00 AM,RFC,WEST,CE,CE,9437.000,True
1/1/2017 9:00:00 AM,1/1/2017 4:00:00 AM,RFC,WEST,CE,CE,9370.002,True
1/1/2017 10:00:00 AM,1/1/2017 5:00:00 AM,RFC,WEST,CE,CE,9321.538,True
1/1/2017 11:00:00 AM,1/1/2017 6:00:00 AM,RFC,WEST,CE,CE,9458.980,True
1/1/2017 12:00:00 PM,1/1/2017 7:00:00 AM,RFC,WEST,CE,CE,9601.643,True
1/1/2017 1:00:00 PM,1/1/2017 8:00:00 AM,RFC,WEST,CE,CE,9587.000,True
1/1/2017 2:00:00 PM,1/1/2017 9:00:00 AM,RFC,WEST,CE,CE,9529.604,True
1/1/2017 3:00:00 PM,1/1/2017 10:00:00 AM,RFC,WEST,CE,CE,9513.372,True
1/1/2017 4:00:00 PM,1/1/2017 11:00:00 AM,RFC,WEST,CE,CE,9477.477,True
1/1/2017 5:00:00 PM,1/1/2017 12:00:00 PM,RFC,WEST,CE,CE,9511.022,True
1/1/2017 6:00:00 PM,1/1/2017 1:00:00 PM,RFC,WEST,CE,CE,9459.435,True
1/1/2017 7:00:00 PM,1/1/2017 2:00:00 PM,RFC,WEST,CE,CE,9366.879,True
1/1/2017 8:00:00 PM,1/1/2017 3:00:00 PM,RFC,WEST,CE,CE,9327.979,True
1/1/2017 9:00:00 PM,1/1/2017 4:00:00 PM,RFC,WEST,CE,CE,9427.794,True
1/1/2017 10:00:00 PM,1/1/2017 5:00:00 PM,RFC,WEST,CE,CE,10134.000,True
1/1/2017 11:00:00 PM,1/1/2017 6:00:00 PM,RFC,WEST,CE,CE,10850.574,True
1/2/2017 12:00:00 AM,1/1/2017 7:00:00 PM,RFC,WEST,CE,CE,10882.469,True
1/2/2017 1:00:00 AM,1/1/2017 8:00:00 PM,RFC,WEST,CE,CE,10831.422,True
1/2/2017 2:00:00 AM,1/1/2017 9:00:00 PM,RFC,WEST,CE,CE,10690.861,True
