datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2018 5:00:00 AM,1/1/2018 12:00:00 AM,RFC,WEST,CE,CE,12262.650,True
1/1/2018 6:00:00 AM,1/1/2018 1:00:00 AM,RFC,WEST,CE,CE,11982.351,True
1/1/2018 7:00:00 AM,1/1/2018 2:00:00 AM,RFC,WEST,CE,CE,11747.069,True
1/1/2018 8:00:00 AM,1/1/2018 3:00:00 AM,RFC,WEST,CE,CE,11581.381,True
1/1/2018 9:00:00 AM,1/1/2018 4:00:00 AM,RFC,WEST,CE,CE,11565.113,True
1/1/2018 10:00:00 AM,1/1/2018 5:00:00 AM,RFC,WEST,CE,CE,11585.115,True
1/1/2018 11:00:00 AM,1/1/2018 6:00:00 AM,RFC,WEST,CE,CE,11773.095,True
1/1/2018 12:00:00 PM,1/1/2018 7:00:00 AM,RFC,WEST,CE,CE,11949.403,True
1/1/2018 1:00:00 PM,1/1/2018 8:00:00 AM,RFC,WEST,CE,CE,11940.080,True
1/1/2018 2:00:00 PM,1/1/2018 9:00:00 AM,RFC,WEST,CE,CE,11891.355,True
1/1/2018 3:00:00 PM,1/1/2018 10:00:00 AM,RFC,WEST,CE,CE,11979.175,True
1/1/2018 4:00:00 PM,1/1/2018 11:00:00 AM,RFC,WEST,CE,CE,12096.172,True
1/1/2018 5:00:00 PM,1/1/2018 12:00:00 PM,RFC,WEST,CE,CE,12154.593,True
1/1/2018 6:00:00 PM,1/1/2018 1:00:00 PM,RFC,WEST,CE,CE,12131.234,True
1/1/2018 7:00:00 PM,1/1/2018 2:00:00 PM,RFC,WEST,CE,CE,12064.295,True
1/1/2018 8:00:00 PM,1/1/2018 3:00:00 PM,RFC,WEST,CE,CE,12053.385,True
1/1/2018 9:00:00 PM,1/1/2018 4:00:00 PM,RFC,WEST,CE,CE,12183.188,True
1/1/2018 10:00:00 PM,1/1/2018 5:00:00 PM,RFC,WEST,CE,CE,12925.693,True
1/1/2018 11:00:00 PM,1/1/2018 6:00:00 PM,RFC,WEST,CE,CE,13808.636,True
1/2/2018 12:00:00 AM,1/1/2018 7:00:00 PM,RFC,WEST,CE,CE,13858.390,True
1/2/2018 1:00:00 AM,1/1/2018 8:00:00 PM,RFC,WEST,CE,CE,13757.801,True
1/2/2018 2:00:00 AM,1/1/2018 9:00:00 PM,RFC,WEST,CE,CE,13627.219,True
1/2/2018 3:00:00 AM,1/1/2018 10:00:00 PM,RFC,WEST,CE,CE,13335.631,True
1/2/2018 4:00:00 AM,1/1/2018 11:00:00 PM,RFC,WEST,CE,CE,12816.153,True
1/2/2018 5:00:00 AM,1/2/2018 12:00:00 AM,RFC,WEST,CE,CE,12314.730,True
1/2/2018 6:00:00 AM,1/2/2018 1:00:00 AM,RFC,WEST,CE,CE,11980.880,True
1/2/2018 7:00:00 AM,1/2/2018 2:00:00 AM,RFC,WEST,CE,CE,11804.968,True
1/2/2018 8:00:00 AM,1/2/2018 3:00:00 AM,RFC,WEST,CE,CE,11683.598,True
1/2/2018 9:00:00 AM,1/2/2018 4:00:00 AM,RFC,WEST,CE,CE,11727.967,True
1/2/2018 10:00:00 AM,1/2/2018 5:00:00 AM,RFC,WEST,CE,CE,11990.849,True
1/2/2018 11:00:00 AM,1/2/2018 6:00:00 AM,RFC,WEST,CE,CE,12559.450,True
1/2/2018 12:00:00 PM,1/2/2018 7:00:00 AM,RFC,WEST,CE,CE,13379.419,True
1/2/2018 1:00:00 PM,1/2/2018 8:00:00 AM,RFC,WEST,CE,CE,13853.576,True
1/2/2018 2:00:00 PM,1/2/2018 9:00:00 AM,RFC,WEST,CE,CE,14040.384,True
1/2/2018 3:00:00 PM,1/2/2018 10:00:00 AM,RFC,WEST,CE,CE,14178.571,True
1/2/2018 4:00:00 PM,1/2/2018 11:00:00 AM,RFC,WEST,CE,CE,14240.781,True
1/2/2018 5:00:00 PM,1/2/2018 12:00:00 PM,RFC,WEST,CE,CE,14204.206,True
1/2/2018 6:00:00 PM,1/2/2018 1:00:00 PM,RFC,WEST,CE,CE,14138.191,True
1/2/2018 7:00:00 PM,1/2/2018 2:00:00 PM,RFC,WEST,CE,CE,14078.449,True
1/2/2018 8:00:00 PM,1/2/2018 3:00:00 PM,RFC,WEST,CE,CE,13984.153,True
1/2/2018 9:00:00 PM,1/2/2018 4:00:00 PM,RFC,WEST,CE,CE,14010.754,True
1/2/2018 10:00:00 PM,1/2/2018 5:00:00 PM,RFC,WEST,CE,CE,14613.727,True
1/2/2018 11:00:00 PM,1/2/2018 6:00:00 PM,RFC,WEST,CE,CE,15405.044,True
1/3/2018 12:00:00 AM,1/2/2018 7:00:00 PM,RFC,WEST,CE,CE,15407.524,True
1/3/2018 1:00:00 AM,1/2/2018 8:00:00 PM,RFC,WEST,CE,CE,15246.203,True
1/3/2018 2:00:00 AM,1/2/2018 9:00:00 PM,RFC,WEST,CE,CE,14932.884,True
1/3/2018 3:00:00 AM,1/2/2018 10:00:00 PM,RFC,WEST,CE,CE,14437.454,True
1/3/2018 4:00:00 AM,1/2/2018 11:00:00 PM,RFC,WEST,CE,CE,13703.935,True
1/3/2018 5:00:00 AM,1/3/2018 12:00:00 AM,RFC,WEST,CE,CE,12994.548,True
1/3/2018 6:00:00 AM,1/3/2018 1:00:00 AM,RFC,WEST,CE,CE,12493.737,True
1/3/2018 7:00:00 AM,1/3/2018 2:00:00 AM,RFC,WEST,CE,CE,12134.916,True
1/3/2018 8:00:00 AM,1/3/2018 3:00:00 AM,RFC,WEST,CE,CE,11900.852,True
1/3/2018 9:00:00 AM,1/3/2018 4:00:00 AM,RFC,WEST,CE,CE,11787.385,True
