datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2021 5:00:00 AM,1/1/2021 12:00:00 AM,RFC,WEST,CE,CE,9988.853,True
1/1/2021 6:00:00 AM,1/1/2021 1:00:00 AM,RFC,WEST,CE,CE,9715.127,True
1/1/2021 7:00:00 AM,1/1/2021 2:00:00 AM,RFC,WEST,CE,CE,9443.542,True
1/1/2021 8:00:00 AM,1/1/2021 3:00:00 AM,RFC,WEST,CE,CE,9263.926,True
1/1/2021 9:00:00 AM,1/1/2021 4:00:00 AM,RFC,WEST,CE,CE,9183.058,True
1/1/2021 10:00:00 AM,1/1/2021 5:00:00 AM,RFC,WEST,CE,CE,9194.837,True
1/1/2021 11:00:00 AM,1/1/2021 6:00:00 AM,RFC,WEST,CE,CE,9348.944,True
1/1/2021 12:00:00 PM,1/1/2021 7:00:00 AM,RFC,WEST,CE,CE,9551.223,True
1/1/2021 1:00:00 PM,1/1/2021 8:00:00 AM,RFC,WEST,CE,CE,9578.569,True
1/1/2021 2:00:00 PM,1/1/2021 9:00:00 AM,RFC,WEST,CE,CE,9611.205,True
1/1/2021 3:00:00 PM,1/1/2021 10:00:00 AM,RFC,WEST,CE,CE,9849.483,True
1/1/2021 4:00:00 PM,1/1/2021 11:00:00 AM,RFC,WEST,CE,CE,10077.260,True
1/1/2021 5:00:00 PM,1/1/2021 12:00:00 PM,RFC,WEST,CE,CE,10392.163,True
1/1/2021 6:00:00 PM,1/1/2021 1:00:00 PM,RFC,WEST,CE,CE,10510.332,True
1/1/2021 7:00:00 PM,1/1/2021 2:00:00 PM,RFC,WEST,CE,CE,10471.699,True
1/1/2021 8:00:00 PM,1/1/2021 3:00:00 PM,RFC,WEST,CE,CE,10485.824,True
1/1/2021 9:00:00 PM,1/1/2021 4:00:00 PM,RFC,WEST,CE,CE,10561.854,True
1/1/2021 10:00:00 PM,1/1/2021 5:00:00 PM,RFC,WEST,CE,CE,10984.045,True
1/1/2021 11:00:00 PM,1/1/2021 6:00:00 PM,RFC,WEST,CE,CE,11238.386,True
1/2/2021 12:00:00 AM,1/1/2021 7:00:00 PM,RFC,WEST,CE,CE,11138.920,True
1/2/2021 1:00:00 AM,1/1/2021 8:00:00 PM,RFC,WEST,CE,CE,10955.305,True
1/2/2021 2:00:00 AM,1/1/2021 9:00:00 PM,RFC,WEST,CE,CE,10767.367,True
1/2/2021 3:00:00 AM,1/1/2021 10:00:00 PM,RFC,WEST,CE,CE,10504.733,True
1/2/2021 4:00:00 AM,1/1/2021 11:00:00 PM,RFC,WEST,CE,CE,10012.916,True
1/2/2021 5:00:00 AM,1/2/2021 12:00:00 AM,RFC,WEST,CE,CE,9583.006,True
1/2/2021 6:00:00 AM,1/2/2021 1:00:00 AM,RFC,WEST,CE,CE,9169.095,True
1/2/2021 7:00:00 AM,1/2/2021 2:00:00 AM,RFC,WEST,CE,CE,8967.856,True
1/2/2021 8:00:00 AM,1/2/2021 3:00:00 AM,RFC,WEST,CE,CE,8794.014,True
1/2/2021 9:00:00 AM,1/2/2021 4:00:00 AM,RFC,WEST,CE,CE,8769.868,True
1/2/2021 10:00:00 AM,1/2/2021 5:00:00 AM,RFC,WEST,CE,CE,8825.209,True
1/2/2021 11:00:00 AM,1/2/2021 6:00:00 AM,RFC,WEST,CE,CE,9050.388,True
1/2/2021 12:00:00 PM,1/2/2021 7:00:00 AM,RFC,WEST,CE,CE,9420.378,True
