datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2019 5:00:00 AM,1/1/2019 12:00:00 AM,RFC,WEST,CE,CE,9449.139,True
1/1/2019 6:00:00 AM,1/1/2019 1:00:00 AM,RFC,WEST,CE,CE,9124.170,True
1/1/2019 7:00:00 AM,1/1/2019 2:00:00 AM,RFC,WEST,CE,CE,8873.749,True
1/1/2019 8:00:00 AM,1/1/2019 3:00:00 AM,RFC,WEST,CE,CE,8668.356,True
1/1/2019 9:00:00 AM,1/1/2019 4:00:00 AM,RFC,WEST,CE,CE,8581.226,True
1/1/2019 10:00:00 AM,1/1/2019 5:00:00 AM,RFC,WEST,CE,CE,8654.918,True
1/1/2019 11:00:00 AM,1/1/2019 6:00:00 AM,RFC,WEST,CE,CE,8862.222,True
1/1/2019 12:00:00 PM,1/1/2019 7:00:00 AM,RFC,WEST,CE,CE,9100.497,True
1/1/2019 1:00:00 PM,1/1/2019 8:00:00 AM,RFC,WEST,CE,CE,9182.779,True
1/1/2019 2:00:00 PM,1/1/2019 9:00:00 AM,RFC,WEST,CE,CE,9220.606,True
1/1/2019 3:00:00 PM,1/1/2019 10:00:00 AM,RFC,WEST,CE,CE,9476.726,True
1/1/2019 4:00:00 PM,1/1/2019 11:00:00 AM,RFC,WEST,CE,CE,9719.826,True
1/1/2019 5:00:00 PM,1/1/2019 12:00:00 PM,RFC,WEST,CE,CE,9880.489,True
1/1/2019 6:00:00 PM,1/1/2019 1:00:00 PM,RFC,WEST,CE,CE,10016.332,True
1/1/2019 7:00:00 PM,1/1/2019 2:00:00 PM,RFC,WEST,CE,CE,10095.538,True
1/1/2019 8:00:00 PM,1/1/2019 3:00:00 PM,RFC,WEST,CE,CE,10149.518,True
1/1/2019 9:00:00 PM,1/1/2019 4:00:00 PM,RFC,WEST,CE,CE,10272.079,True
1/1/2019 10:00:00 PM,1/1/2019 5:00:00 PM,RFC,WEST,CE,CE,10787.206,True
1/1/2019 11:00:00 PM,1/1/2019 6:00:00 PM,RFC,WEST,CE,CE,11175.148,True
1/2/2019 12:00:00 AM,1/1/2019 7:00:00 PM,RFC,WEST,CE,CE,11079.097,True
