datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2016 5:00:00 AM,1/1/2016 12:00:00 AM,RFC,WEST,CE,CE,10407.362,True
1/1/2016 6:00:00 AM,1/1/2016 1:00:00 AM,RFC,WEST,CE,CE,10053.490,True
1/1/2016 7:00:00 AM,1/1/2016 2:00:00 AM,RFC,WEST,CE,CE,9794.013,True
1/1/2016 8:00:00 AM,1/1/2016 3:00:00 AM,RFC,WEST,CE,CE,9616.774,True
1/1/2016 9:00:00 AM,1/1/2016 4:00:00 AM,RFC,WEST,CE,CE,9562.844,True
1/1/2016 10:00:00 AM,1/1/2016 5:00:00 AM,RFC,WEST,CE,CE,9598.448,True
1/1/2016 11:00:00 AM,1/1/2016 6:00:00 AM,RFC,WEST,CE,CE,9765.590,True
1/1/2016 12:00:00 PM,1/1/2016 7:00:00 AM,RFC,WEST,CE,CE,9926.168,True
1/1/2016 1:00:00 PM,1/1/2016 8:00:00 AM,RFC,WEST,CE,CE,9903.133,True
1/1/2016 2:00:00 PM,1/1/2016 9:00:00 AM,RFC,WEST,CE,CE,9948.062,True
1/1/2016 3:00:00 PM,1/1/2016 10:00:00 AM,RFC,WEST,CE,CE,10203.187,True
1/1/2016 4:00:00 PM,1/1/2016 11:00:00 AM,RFC,WEST,CE,CE,10436.732,True
1/1/2016 5:00:00 PM,1/1/2016 12:00:00 PM,RFC,WEST,CE,CE,10556.557,True
1/1/2016 6:00:00 PM,1/1/2016 1:00:00 PM,RFC,WEST,CE,CE,10519.258,True
1/1/2016 7:00:00 PM,1/1/2016 2:00:00 PM,RFC,WEST,CE,CE,10445.603,True
1/1/2016 8:00:00 PM,1/1/2016 3:00:00 PM,RFC,WEST,CE,CE,10374.826,True
1/1/2016 9:00:00 PM,1/1/2016 4:00:00 PM,RFC,WEST,CE,CE,10430.216,True
1/1/2016 10:00:00 PM,1/1/2016 5:00:00 PM,RFC,WEST,CE,CE,11150.113,True
1/1/2016 11:00:00 PM,1/1/2016 6:00:00 PM,RFC,WEST,CE,CE,11849.457,True
1/2/2016 12:00:00 AM,1/1/2016 7:00:00 PM,RFC,WEST,CE,CE,11826.588,True
1/2/2016 1:00:00 AM,1/1/2016 8:00:00 PM,RFC,WEST,CE,CE,11678.122,True
1/2/2016 2:00:00 AM,1/1/2016 9:00:00 PM,RFC,WEST,CE,CE,11486.803,True
1/2/2016 3:00:00 AM,1/1/2016 10:00:00 PM,RFC,WEST,CE,CE,11084.169,True
1/2/2016 4:00:00 AM,1/1/2016 11:00:00 PM,RFC,WEST,CE,CE,10838.093,True
1/2/2016 5:00:00 AM,1/2/2016 12:00:00 AM,RFC,WEST,CE,CE,10170.441,True
1/2/2016 6:00:00 AM,1/2/2016 1:00:00 AM,RFC,WEST,CE,CE,9708.854,True
1/2/2016 7:00:00 AM,1/2/2016 2:00:00 AM,RFC,WEST,CE,CE,9463.855,True
1/2/2016 8:00:00 AM,1/2/2016 3:00:00 AM,RFC,WEST,CE,CE,9288.501,True
1/2/2016 9:00:00 AM,1/2/2016 4:00:00 AM,RFC,WEST,CE,CE,9265.662,True
1/2/2016 10:00:00 AM,1/2/2016 5:00:00 AM,RFC,WEST,CE,CE,9315.742,True
1/2/2016 11:00:00 AM,1/2/2016 6:00:00 AM,RFC,WEST,CE,CE,9607.610,True
1/2/2016 12:00:00 PM,1/2/2016 7:00:00 AM,RFC,WEST,CE,CE,10016.105,True
1/2/2016 1:00:00 PM,1/2/2016 8:00:00 AM,RFC,WEST,CE,CE,10227.665,True
1/2/2016 2:00:00 PM,1/2/2016 9:00:00 AM,RFC,WEST,CE,CE,10360.853,True
1/2/2016 3:00:00 PM,1/2/2016 10:00:00 AM,RFC,WEST,CE,CE,10506.457,True
1/2/2016 4:00:00 PM,1/2/2016 11:00:00 AM,RFC,WEST,CE,CE,10518.150,True
1/2/2016 5:00:00 PM,1/2/2016 12:00:00 PM,RFC,WEST,CE,CE,10530.257,True
1/2/2016 6:00:00 PM,1/2/2016 1:00:00 PM,RFC,WEST,CE,CE,10401.364,True
1/2/2016 7:00:00 PM,1/2/2016 2:00:00 PM,RFC,WEST,CE,CE,10247.119,True
1/2/2016 8:00:00 PM,1/2/2016 3:00:00 PM,RFC,WEST,CE,CE,10109.736,True
1/2/2016 9:00:00 PM,1/2/2016 4:00:00 PM,RFC,WEST,CE,CE,10251.628,True
1/2/2016 10:00:00 PM,1/2/2016 5:00:00 PM,RFC,WEST,CE,CE,10915.820,True
1/2/2016 11:00:00 PM,1/2/2016 6:00:00 PM,RFC,WEST,CE,CE,11845.889,True
1/3/2016 12:00:00 AM,1/2/2016 7:00:00 PM,RFC,WEST,CE,CE,11855.486,True
